2022 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:16 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,Group,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
VIC,216,Holt,Q,1,35962,"BARWICK, Robbie",Citizens Party,CEC,N,N,10,1,0,0,2,13
VIC,216,Holt,Q,2,35964,"ISHERWOOD, Craig",Citizens Party,CEC,N,N,0,0,0,0,0,0
VIC,216,Holt,R,0,37920,R Above-the-line Votes,,,N,N,197,14,0,15,29,255
VIC,216,Holt,R,1,37687,"JONAS, Morgan C",,,N,N,36,2,0,5,5,48
VIC,216,Holt,R,2,37692,"SMIT, Monica",,,N,N,15,1,0,1,0,17
VIC,216,Holt,S,0,37898,S Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,194,11,4,16,51,276
VIC,216,Holt,S,1,36083,"CORDNER HUNT, Kammy","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,19,0,0,0,4,23
VIC,216,Holt,S,2,36087,"FARRANT, Tahlia","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,5,1,0,1,0,7
VIC,216,Holt,T,0,37918,T Above-the-line Votes,,,N,N,18,2,0,0,2,22
VIC,216,Holt,T,1,37591,"BENEDYKA, Susan",,,N,N,5,0,0,0,2,7
VIC,216,Holt,T,2,37593,"RICHARDS, Christine",,,N,N,0,0,0,0,1,1
VIC,216,Holt,U,0,37901,U Above-the-line Votes,The Greens,GRN,N,N,4668,414,90,294,827,6293
VIC,216,Holt,U,1,36541,"THORPE, Lidia",The Greens,GVIC,Y,Y,223,24,1,17,44,309
VIC,216,Holt,U,2,36563,"FROGLEY, Adam",The Greens,GVIC,N,N,12,5,0,1,6,24
VIC,216,Holt,U,3,36568,"AUSTIN, Sissy",The Greens,GVIC,N,N,13,0,0,0,2,15
VIC,216,Holt,U,4,36572,"PAYNE, Zeb",The Greens,GVIC,N,N,11,0,2,1,4,18
VIC,216,Holt,V,0,37913,V Above-the-line Votes,The Great Australian Party,GAP,N,N,220,13,7,26,42,308
VIC,216,Holt,V,1,37340,"O'BRYAN, Darryl",The Great Australian Party,GAP,N,N,43,1,0,2,3,49
VIC,216,Holt,V,2,37329,"WHITEHEAD, Geoff",The Great Australian Party,GAP,N,N,4,1,0,0,0,5
VIC,216,Holt,W,0,37902,W Above-the-line Votes,Liberal Democrats,LDP,N,N,1655,96,30,90,214,2085
VIC,216,Holt,W,1,36818,"LIMBRICK, David",Liberal Democrats,LDP,N,N,131,9,2,8,29,179
VIC,216,Holt,W,2,36824,"MITCHELL, Krystle",Liberal Democrats,LDP,N,N,4,1,0,0,2,7
VIC,216,Holt,W,3,36828,"WHITE, Caroline",Liberal Democrats,LDP,N,N,3,1,0,0,1,5
VIC,216,Holt,X,0,37908,X Above-the-line Votes,Informed Medical Options Party,IMO,N,N,101,11,0,7,31,150
VIC,216,Holt,X,1,36966,"CLONARIDIS, Nick",Informed Medical Options Party,IMO,N,N,13,1,0,2,2,18
VIC,216,Holt,X,2,36967,"CURNOW, Robyn",Informed Medical Options Party,IMO,N,N,2,0,0,1,1,4
VIC,216,Holt,Y,0,37907,Y Above-the-line Votes,,,N,N,35,0,0,5,3,43
VIC,216,Holt,Y,1,37597,"BYRNE, Peter",,,N,N,0,0,0,0,1,1
VIC,216,Holt,Y,2,37606,"WARDLE, Jason",,,N,N,1,0,0,0,0,1
VIC,216,Holt,Z,0,37904,Z Above-the-line Votes,Victorian Socialists,VNS,N,N,96,9,3,13,20,141
VIC,216,Holt,Z,1,36573,"MYLVAGANAM, Aran",Victorian Socialists,VNS,N,N,16,0,0,0,5,21
VIC,216,Holt,Z,2,36586,"RICCARDI, Laura",Victorian Socialists,VNS,N,N,2,1,0,0,2,5
VIC,216,Holt,UG,1,37224,"FLOYD, Glenn",Independent,IND,N,N,23,0,0,7,5,35
VIC,216,Holt,UG,2,37598,"RIDGEWAY, Allen",Independent,IND,N,N,0,1,0,0,0,1
VIC,216,Holt,UG,3,37776,"BOND, James",Independent,IND,N,N,7,0,0,0,1,8
VIC,216,Holt,UG,4,37604,"SMITH, Neal",Independent,IND,N,N,3,0,0,1,0,4
VIC,216,Holt,UG,5,37617,"DICKS, Max",Independent,IND,N,N,29,1,0,1,2,33
VIC,216,Holt,UG,6,37453,"ATKINSON, Bernardine",Independent,IND,N,N,3,0,0,1,2,6
VIC,216,Holt,UG,7,37457,"ROSS, Paul",Independent,IND,N,N,11,1,0,0,0,12
VIC,216,Holt,UG,8,37602,"DE FRANCESCO, Nat",Independent,IND,N,N,7,1,0,0,0,8
VIC,216,Holt,UG,9,37611,"TOSCANO, Joseph",Independent,IND,N,N,12,0,0,1,0,13
VIC,216,Holt,UG,10,36564,"TRAN, Tara",Independent,IND,N,N,5,0,0,0,4,9
VIC,216,Holt,UG,11,37662,"DILLON, David John",Independent,IND,N,N,2,0,0,0,0,2
VIC,216,Holt,UG,12,36191,"GONSALVEZ, Geraldine Marie Antoinette",Independent,IND,N,N,31,0,0,0,5,36
VIC,217,Hotham,A,0,37909,A Above-the-line Votes,Reason Australia,REAS,N,N,700,42,23,30,106,901
VIC,217,Hotham,A,1,36960,"VEGA, Yolanda",Reason Australia,REAS,N,N,121,6,8,7,24,166
VIC,217,Hotham,A,2,36963,"MILLWARD, Harry",Reason Australia,REAS,N,N,20,1,0,1,6,28
VIC,217,Hotham,B,0,37921,B Above-the-line Votes,,,N,N,196,9,2,7,16,230
VIC,217,Hotham,B,1,37624,"RICHARDSON, Damien",,,N,N,58,1,6,2,8,75
VIC,217,Hotham,B,2,37628,"McBRIDE, John",,,N,N,6,1,0,0,0,7
VIC,217,Hotham,C,0,37915,C Above-the-line Votes,Australian Democrats,AUD,N,N,757,37,10,29,133,966
VIC,217,Hotham,C,1,37391,"GREEN, Leonie",Australian Democrats,AUD,N,N,100,2,4,3,10,119
VIC,217,Hotham,C,2,37400,"JAGOE, Stephen Peter",Australian Democrats,AUD,N,N,4,0,0,0,1,5
VIC,217,Hotham,D,0,37903,D Above-the-line Votes,Liberal/The Nationals,LPNP,N,N,20034,1033,199,927,5315,27508
VIC,217,Hotham,D,1,36604,"HENDERSON, Sarah",Liberal,LP,Y,Y,531,29,8,25,128,721
VIC,217,Hotham,D,2,36614,"McKENZIE, Bridget",The Nationals,NP,Y,Y,57,4,1,6,20,88
VIC,217,Hotham,D,3,36617,"MIRABELLA, Greg",Liberal,LP,N,Y,40,6,1,3,12,62
VIC,217,Hotham,D,4,36621,"KMETJ, Chrestyna",Liberal,LP,N,N,14,1,1,2,1,19
VIC,217,Hotham,D,5,36627,"HARRINGTON, Mick",The Nationals,NP,N,N,11,1,0,0,3,15
VIC,217,Hotham,D,6,36632,"BURGESS, David",Liberal,LP,N,N,48,3,1,2,16,70
VIC,217,Hotham,E,0,37919,E Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,2024,224,65,107,382,2802
VIC,217,Hotham,E,1,37553,"SMITH, Elissa",Legalise Cannabis Australia,HMP,N,N,112,8,5,8,16,149
VIC,217,Hotham,E,2,37559,"TAYLOR, Wayne",Legalise Cannabis Australia,HMP,N,N,9,2,0,1,1,13
VIC,217,Hotham,F,0,37917,F Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,356,27,9,22,89,503
VIC,217,Hotham,F,1,37448,"WEARNE, Madeleine",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,34,1,1,1,9,46
VIC,217,Hotham,F,2,37454,"LONG, Robert",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,3,1,0,0,1,5
VIC,217,Hotham,G,0,37905,G Above-the-line Votes,Australian Values Party,AUVA,N,N,254,24,8,16,55,357
VIC,217,Hotham,G,1,36613,"BURSON, Chris",Australian Values Party,AUVA,N,N,18,1,0,0,5,24
VIC,217,Hotham,G,2,36616,"ASSER, Samantha",Australian Values Party,AUVA,N,N,3,2,0,0,0,5
VIC,217,Hotham,H,0,37911,H Above-the-line Votes,Derryn Hinch's Justice Party,DHJP,N,N,610,37,8,32,239,926
VIC,217,Hotham,H,1,37416,"HINCH, Derryn",Derryn Hinch's Justice Party,DHJP,N,N,38,3,0,2,18,61
VIC,217,Hotham,H,2,37418,"STANFIELD, Ruth",Derryn Hinch's Justice Party,DHJP,N,N,1,0,0,0,0,1
VIC,217,Hotham,I,0,37906,I Above-the-line Votes,Animal Justice Party,AJP,N,N,851,82,21,59,260,1273
VIC,217,Hotham,I,1,36623,"CURRIE, Bronwyn",Animal Justice Party,AJP,N,N,40,2,0,3,14,59
VIC,217,Hotham,I,2,36626,"DELFORCE, Chris",Animal Justice Party,AJP,N,N,2,1,1,0,2,6
VIC,217,Hotham,J,0,37916,J Above-the-line Votes,Australian Progressives,AUP,N,N,136,3,2,8,16,165
VIC,217,Hotham,J,1,37530,"PITT, Antoinette",Australian Progressives,AUP,N,N,13,2,0,1,3,19
VIC,217,Hotham,J,2,37545,"KNIGHT, David",Australian Progressives,AUP,N,N,3,0,0,0,0,3
VIC,217,Hotham,K,0,37900,K Above-the-line Votes,Australian Labor Party,ALP,N,N,28274,1335,345,1088,7268,38310
VIC,217,Hotham,K,1,36570,"WHITE, Linda",Australian Labor Party,ALP,Y,N,612,48,9,34,196,899
VIC,217,Hotham,K,2,36577,"STEWART, Jana",Australian Labor Party,ALP,Y,Y,73,8,2,5,31,119
VIC,217,Hotham,K,3,36580,"NUNN, Casey",Australian Labor Party,ALP,N,N,32,2,2,3,10,49
VIC,217,Hotham,K,4,36812,"BRIDGER-DARLING, Megan",Australian Labor Party,ALP,N,N,48,2,1,2,13,66
VIC,217,Hotham,K,5,36813,"McFARLANE, Josh",Australian Labor Party,ALP,N,N,75,7,1,1,37,121
VIC,217,Hotham,L,0,37896,L Above-the-line Votes,UAP,UAPP,N,N,3581,231,53,169,582,4616
VIC,217,Hotham,L,1,36105,"BABET, Ralph",United Australia Party,UAPP,Y,N,92,9,3,3,16,123
VIC,217,Hotham,L,2,36091,"MORAN, Kelly",United Australia Party,UAPP,N,N,20,1,0,0,4,25
VIC,217,Hotham,L,3,36090,"GRIMMOND, Kenneth",United Australia Party,UAPP,N,N,5,0,0,0,0,5
VIC,217,Hotham,M,0,37912,M Above-the-line Votes,Socialist Alliance,SAL,N,N,82,4,1,4,20,111
VIC,217,Hotham,M,1,37120,"DANCE, Felix",Socialist Alliance,SAL,N,N,6,2,0,0,1,9
VIC,217,Hotham,M,2,37128,"CARR, Angela",Socialist Alliance,SAL,N,N,8,1,0,0,1,10
VIC,217,Hotham,N,0,37910,N Above-the-line Votes,Australian Federation Party,CYA,N,N,174,17,2,10,36,239
VIC,217,Hotham,N,1,37627,"HUGHES, Vern",Australian Federation Party,CYA,N,N,32,1,1,0,4,38
VIC,217,Hotham,N,2,37645,"KIM, Karen",Australian Federation Party,CYA,N,N,13,0,0,0,2,15
VIC,217,Hotham,N,3,37652,"LACEY, Cheryl",Australian Federation Party,CYA,N,N,5,0,0,0,0,5
VIC,217,Hotham,N,4,37666,"MARA, Chris",Australian Federation Party,CYA,N,N,3,0,0,0,1,4
VIC,217,Hotham,N,5,37671,"SEWAK, Neerja",Australian Federation Party,CYA,N,N,4,0,0,0,0,4
VIC,217,Hotham,N,6,37676,"O'CONNELL, Mark",Australian Federation Party,CYA,N,N,7,1,0,0,0,8
VIC,217,Hotham,O,0,37899,O Above-the-line Votes,"Shooters, Fishers and Farmers Party",ASP,N,N,348,44,8,24,106,530
VIC,217,Hotham,O,1,36093,"CONSTANTINOU, Ethan","Shooters, Fishers and Farmers Party",ASP,N,N,25,2,0,1,7,35
VIC,217,Hotham,O,2,36095,"BOURMAN, Nicole","Shooters, Fishers and Farmers Party",ASP,N,N,7,1,0,1,1,10
VIC,217,Hotham,P,0,37914,P Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,1248,96,22,92,416,1874
VIC,217,Hotham,P,1,37723,"PICKERING, Warren",Pauline Hanson's One Nation,ON,N,N,80,8,0,4,20,112
VIC,217,Hotham,P,2,37727,"HUXHAM, Stuart",Pauline Hanson's One Nation,ON,N,N,2,0,0,1,1,4
VIC,217,Hotham,Q,0,37897,Q Above-the-line Votes,Citizens Party,CEC,N,N,142,12,2,12,29,197
VIC,217,Hotham,Q,1,35962,"BARWICK, Robbie",Citizens Party,CEC,N,N,13,0,0,0,4,17
VIC,217,Hotham,Q,2,35964,"ISHERWOOD, Craig",Citizens Party,CEC,N,N,2,0,0,1,0,3
VIC,217,Hotham,R,0,37920,R Above-the-line Votes,,,N,N,264,11,4,12,59,350
VIC,217,Hotham,R,1,37687,"JONAS, Morgan C",,,N,N,57,2,1,4,8,72
VIC,217,Hotham,R,2,37692,"SMIT, Monica",,,N,N,22,2,0,2,1,27
VIC,217,Hotham,S,0,37898,S Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,228,18,4,11,58,319
VIC,217,Hotham,S,1,36083,"CORDNER HUNT, Kammy","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,31,1,1,1,5,39
VIC,217,Hotham,S,2,36087,"FARRANT, Tahlia","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,2,0,0,0,0,2
VIC,217,Hotham,T,0,37918,T Above-the-line Votes,,,N,N,20,1,0,0,4,25
VIC,217,Hotham,T,1,37591,"BENEDYKA, Susan",,,N,N,9,1,0,0,2,12
VIC,217,Hotham,T,2,37593,"RICHARDS, Christine",,,N,N,2,0,0,0,0,2
VIC,217,Hotham,U,0,37901,U Above-the-line Votes,The Greens,GRN,N,N,7449,638,96,418,1498,10099
VIC,217,Hotham,U,1,36541,"THORPE, Lidia",The Greens,GVIC,Y,Y,549,45,6,26,137,763
VIC,217,Hotham,U,2,36563,"FROGLEY, Adam",The Greens,GVIC,N,N,24,1,0,2,6,33
VIC,217,Hotham,U,3,36568,"AUSTIN, Sissy",The Greens,GVIC,N,N,10,2,0,1,4,17
VIC,217,Hotham,U,4,36572,"PAYNE, Zeb",The Greens,GVIC,N,N,15,0,0,4,9,28
VIC,217,Hotham,V,0,37913,V Above-the-line Votes,The Great Australian Party,GAP,N,N,208,7,8,13,40,276
VIC,217,Hotham,V,1,37340,"O'BRYAN, Darryl",The Great Australian Party,GAP,N,N,16,0,0,2,1,19
VIC,217,Hotham,V,2,37329,"WHITEHEAD, Geoff",The Great Australian Party,GAP,N,N,2,1,0,0,0,3
VIC,217,Hotham,W,0,37902,W Above-the-line Votes,Liberal Democrats,LDP,N,N,2095,145,35,102,358,2735
VIC,217,Hotham,W,1,36818,"LIMBRICK, David",Liberal Democrats,LDP,N,N,150,9,2,9,50,220
VIC,217,Hotham,W,2,36824,"MITCHELL, Krystle",Liberal Democrats,LDP,N,N,8,1,1,0,5,15
VIC,217,Hotham,W,3,36828,"WHITE, Caroline",Liberal Democrats,LDP,N,N,6,0,0,0,0,6
VIC,217,Hotham,X,0,37908,X Above-the-line Votes,Informed Medical Options Party,IMO,N,N,137,8,3,12,35,195
VIC,217,Hotham,X,1,36966,"CLONARIDIS, Nick",Informed Medical Options Party,IMO,N,N,15,0,0,4,3,22
VIC,217,Hotham,X,2,36967,"CURNOW, Robyn",Informed Medical Options Party,IMO,N,N,4,0,0,0,0,4
VIC,217,Hotham,Y,0,37907,Y Above-the-line Votes,,,N,N,16,1,0,2,6,25
VIC,217,Hotham,Y,1,37597,"BYRNE, Peter",,,N,N,3,1,0,0,1,5
VIC,217,Hotham,Y,2,37606,"WARDLE, Jason",,,N,N,0,0,0,0,0,0
VIC,217,Hotham,Z,0,37904,Z Above-the-line Votes,Victorian Socialists,VNS,N,N,171,13,1,10,21,216
VIC,217,Hotham,Z,1,36573,"MYLVAGANAM, Aran",Victorian Socialists,VNS,N,N,17,1,0,0,11,29
VIC,217,Hotham,Z,2,36586,"RICCARDI, Laura",Victorian Socialists,VNS,N,N,1,0,0,0,0,1
VIC,217,Hotham,UG,1,37224,"FLOYD, Glenn",Independent,IND,N,N,21,0,0,0,7,28
VIC,217,Hotham,UG,2,37598,"RIDGEWAY, Allen",Independent,IND,N,N,3,0,0,0,0,3
VIC,217,Hotham,UG,3,37776,"BOND, James",Independent,IND,N,N,6,0,0,0,1,7
VIC,217,Hotham,UG,4,37604,"SMITH, Neal",Independent,IND,N,N,10,0,0,1,1,12
VIC,217,Hotham,UG,5,37617,"DICKS, Max",Independent,IND,N,N,35,6,0,1,6,48
VIC,217,Hotham,UG,6,37453,"ATKINSON, Bernardine",Independent,IND,N,N,5,0,0,0,0,5
VIC,217,Hotham,UG,7,37457,"ROSS, Paul",Independent,IND,N,N,6,0,0,0,1,7
VIC,217,Hotham,UG,8,37602,"DE FRANCESCO, Nat",Independent,IND,N,N,1,1,0,0,0,2
VIC,217,Hotham,UG,9,37611,"TOSCANO, Joseph",Independent,IND,N,N,11,1,0,0,0,12
VIC,217,Hotham,UG,10,36564,"TRAN, Tara",Independent,IND,N,N,6,0,1,0,6,13
VIC,217,Hotham,UG,11,37662,"DILLON, David John",Independent,IND,N,N,1,0,0,1,2,4
VIC,217,Hotham,UG,12,36191,"GONSALVEZ, Geraldine Marie Antoinette",Independent,IND,N,N,47,3,0,0,4,54
VIC,218,Indi,A,0,37909,A Above-the-line Votes,Reason Australia,REAS,N,N,461,12,3,23,77,576
VIC,218,Indi,A,1,36960,"VEGA, Yolanda",Reason Australia,REAS,N,N,72,1,1,2,25,101
VIC,218,Indi,A,2,36963,"MILLWARD, Harry",Reason Australia,REAS,N,N,7,0,0,0,2,9
VIC,218,Indi,B,0,37921,B Above-the-line Votes,,,N,N,296,4,4,9,18,331
VIC,218,Indi,B,1,37624,"RICHARDSON, Damien",,,N,N,94,1,2,8,8,113
VIC,218,Indi,B,2,37628,"McBRIDE, John",,,N,N,6,0,0,0,0,6
VIC,218,Indi,C,0,37915,C Above-the-line Votes,Australian Democrats,AUD,N,N,789,7,1,32,114,943
VIC,218,Indi,C,1,37391,"GREEN, Leonie",Australian Democrats,AUD,N,N,44,1,2,5,9,61
VIC,218,Indi,C,2,37400,"JAGOE, Stephen Peter",Australian Democrats,AUD,N,N,7,0,0,1,0,8
VIC,218,Indi,D,0,37903,D Above-the-line Votes,Liberal/The Nationals,LPNP,N,N,31741,536,97,1567,5683,39624
VIC,218,Indi,D,1,36604,"HENDERSON, Sarah",Liberal,LP,Y,Y,513,13,0,33,139,698
VIC,218,Indi,D,2,36614,"McKENZIE, Bridget",The Nationals,NP,Y,Y,234,4,1,15,90,344
VIC,218,Indi,D,3,36617,"MIRABELLA, Greg",Liberal,LP,N,Y,92,3,0,5,21,121
VIC,218,Indi,D,4,36621,"KMETJ, Chrestyna",Liberal,LP,N,N,4,0,0,0,2,6
VIC,218,Indi,D,5,36627,"HARRINGTON, Mick",The Nationals,NP,N,N,15,1,1,1,5,23
VIC,218,Indi,D,6,36632,"BURGESS, David",Liberal,LP,N,N,43,2,0,6,12,63
VIC,218,Indi,E,0,37919,E Above-the-line Votes,Legalise Cannabis Australia,HMP,N,N,2990,136,26,219,275,3646
VIC,218,Indi,E,1,37553,"SMITH, Elissa",Legalise Cannabis Australia,HMP,N,N,152,5,2,11,16,186
VIC,218,Indi,E,2,37559,"TAYLOR, Wayne",Legalise Cannabis Australia,HMP,N,N,12,1,0,1,5,19
VIC,218,Indi,F,0,37917,F Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,422,12,1,23,98,556
VIC,218,Indi,F,1,37448,"WEARNE, Madeleine",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,33,1,0,3,12,49
VIC,218,Indi,F,2,37454,"LONG, Robert",Sustainable Australia Party - Stop Overdevelopment / Corruption,SPP,N,N,5,1,1,0,1,8
VIC,218,Indi,G,0,37905,G Above-the-line Votes,Australian Values Party,AUVA,N,N,294,8,1,25,39,367
VIC,218,Indi,G,1,36613,"BURSON, Chris",Australian Values Party,AUVA,N,N,16,1,0,2,3,22
VIC,218,Indi,G,2,36616,"ASSER, Samantha",Australian Values Party,AUVA,N,N,3,0,0,0,0,3
VIC,218,Indi,H,0,37911,H Above-the-line Votes,Derryn Hinch's Justice Party,DHJP,N,N,1799,23,12,79,371,2284
VIC,218,Indi,H,1,37416,"HINCH, Derryn",Derryn Hinch's Justice Party,DHJP,N,N,118,1,1,13,37,170
VIC,218,Indi,H,2,37418,"STANFIELD, Ruth",Derryn Hinch's Justice Party,DHJP,N,N,2,0,1,0,0,3
VIC,218,Indi,I,0,37906,I Above-the-line Votes,Animal Justice Party,AJP,N,N,1189,37,15,79,191,1511
VIC,218,Indi,I,1,36623,"CURRIE, Bronwyn",Animal Justice Party,AJP,N,N,35,1,0,1,6,43
VIC,218,Indi,I,2,36626,"DELFORCE, Chris",Animal Justice Party,AJP,N,N,8,0,0,1,1,10
VIC,218,Indi,J,0,37916,J Above-the-line Votes,Australian Progressives,AUP,N,N,96,4,1,4,22,127
VIC,218,Indi,J,1,37530,"PITT, Antoinette",Australian Progressives,AUP,N,N,9,0,0,2,2,13
VIC,218,Indi,J,2,37545,"KNIGHT, David",Australian Progressives,AUP,N,N,1,0,0,0,0,1
VIC,218,Indi,K,0,37900,K Above-the-line Votes,Australian Labor Party,ALP,N,N,18224,405,75,991,2764,22459
VIC,218,Indi,K,1,36570,"WHITE, Linda",Australian Labor Party,ALP,Y,N,613,9,2,45,144,813
VIC,218,Indi,K,2,36577,"STEWART, Jana",Australian Labor Party,ALP,Y,Y,32,1,0,1,9,43
VIC,218,Indi,K,3,36580,"NUNN, Casey",Australian Labor Party,ALP,N,N,13,0,0,2,10,25
VIC,218,Indi,K,4,36812,"BRIDGER-DARLING, Megan",Australian Labor Party,ALP,N,N,33,0,0,0,10,43
VIC,218,Indi,K,5,36813,"McFARLANE, Josh",Australian Labor Party,ALP,N,N,42,2,1,3,14,62
VIC,218,Indi,L,0,37896,L Above-the-line Votes,UAP,UAPP,N,N,1936,74,26,185,311,2532
VIC,218,Indi,L,1,36105,"BABET, Ralph",United Australia Party,UAPP,Y,N,113,3,0,1,28,145
VIC,218,Indi,L,2,36091,"MORAN, Kelly",United Australia Party,UAPP,N,N,19,1,0,0,1,21
VIC,218,Indi,L,3,36090,"GRIMMOND, Kenneth",United Australia Party,UAPP,N,N,8,1,0,0,1,10
VIC,218,Indi,M,0,37912,M Above-the-line Votes,Socialist Alliance,SAL,N,N,57,2,0,3,7,69
VIC,218,Indi,M,1,37120,"DANCE, Felix",Socialist Alliance,SAL,N,N,6,1,0,1,0,8
VIC,218,Indi,M,2,37128,"CARR, Angela",Socialist Alliance,SAL,N,N,1,0,0,0,0,1
VIC,218,Indi,N,0,37910,N Above-the-line Votes,Australian Federation Party,CYA,N,N,189,6,3,12,20,230
VIC,218,Indi,N,1,37627,"HUGHES, Vern",Australian Federation Party,CYA,N,N,27,2,1,2,1,33
VIC,218,Indi,N,2,37645,"KIM, Karen",Australian Federation Party,CYA,N,N,3,0,0,1,0,4
VIC,218,Indi,N,3,37652,"LACEY, Cheryl",Australian Federation Party,CYA,N,N,3,0,0,0,0,3
VIC,218,Indi,N,4,37666,"MARA, Chris",Australian Federation Party,CYA,N,N,0,0,0,0,0,0
VIC,218,Indi,N,5,37671,"SEWAK, Neerja",Australian Federation Party,CYA,N,N,2,0,0,0,0,2
VIC,218,Indi,N,6,37676,"O'CONNELL, Mark",Australian Federation Party,CYA,N,N,3,0,0,0,2,5
VIC,218,Indi,O,0,37899,O Above-the-line Votes,"Shooters, Fishers and Farmers Party",ASP,N,N,2883,92,25,203,500,3703
VIC,218,Indi,O,1,36093,"CONSTANTINOU, Ethan","Shooters, Fishers and Farmers Party",ASP,N,N,135,4,1,9,27,176
VIC,218,Indi,O,2,36095,"BOURMAN, Nicole","Shooters, Fishers and Farmers Party",ASP,N,N,20,2,0,1,3,26
VIC,218,Indi,P,0,37914,P Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,4145,93,42,223,632,5135
VIC,218,Indi,P,1,37723,"PICKERING, Warren",Pauline Hanson's One Nation,ON,N,N,319,9,3,23,60,414
VIC,218,Indi,P,2,37727,"HUXHAM, Stuart",Pauline Hanson's One Nation,ON,N,N,16,0,0,0,1,17
VIC,218,Indi,Q,0,37897,Q Above-the-line Votes,Citizens Party,CEC,N,N,101,4,0,5,15,125
VIC,218,Indi,Q,1,35962,"BARWICK, Robbie",Citizens Party,CEC,N,N,5,0,0,0,3,8
VIC,218,Indi,Q,2,35964,"ISHERWOOD, Craig",Citizens Party,CEC,N,N,2,0,0,0,0,2
VIC,218,Indi,R,0,37920,R Above-the-line Votes,,,N,N,212,8,3,14,23,260
VIC,218,Indi,R,1,37687,"JONAS, Morgan C",,,N,N,68,0,0,3,4,75
VIC,218,Indi,R,2,37692,"SMIT, Monica",,,N,N,36,2,0,2,0,40
VIC,218,Indi,S,0,37898,S Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,279,6,2,24,70,381
VIC,218,Indi,S,1,36083,"CORDNER HUNT, Kammy","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,41,1,1,2,6,51
VIC,218,Indi,S,2,36087,"FARRANT, Tahlia","FUSION: Science, Pirate, Secular, Climate Emergency",SOPA,N,N,2,0,0,1,1,4
VIC,218,Indi,T,0,37918,T Above-the-line Votes,,,N,N,534,3,3,14,82,636
VIC,218,Indi,T,1,37591,"BENEDYKA, Susan",,,N,N,421,3,0,11,52,487
VIC,218,Indi,T,2,37593,"RICHARDS, Christine",,,N,N,6,0,0,0,0,6
VIC,218,Indi,U,0,37901,U Above-the-line Votes,The Greens,GRN,N,N,6718,362,35,561,1056,8732
VIC,218,Indi,U,1,36541,"THORPE, Lidia",The Greens,GVIC,Y,Y,692,30,3,49,158,932
VIC,218,Indi,U,2,36563,"FROGLEY, Adam",The Greens,GVIC,N,N,33,0,0,2,3,38
VIC,218,Indi,U,3,36568,"AUSTIN, Sissy",The Greens,GVIC,N,N,12,1,0,2,4,19
VIC,218,Indi,U,4,36572,"PAYNE, Zeb",The Greens,GVIC,N,N,19,2,0,4,6,31
VIC,218,Indi,V,0,37913,V Above-the-line Votes,The Great Australian Party,GAP,N,N,362,5,3,12,43,425
VIC,218,Indi,V,1,37340,"O'BRYAN, Darryl",The Great Australian Party,GAP,N,N,31,2,0,2,3,38
VIC,218,Indi,V,2,37329,"WHITEHEAD, Geoff",The Great Australian Party,GAP,N,N,9,0,0,0,2,11
VIC,218,Indi,W,0,37902,W Above-the-line Votes,Liberal Democrats,LDP,N,N,2117,37,11,142,259,2566
VIC,218,Indi,W,1,36818,"LIMBRICK, David",Liberal Democrats,LDP,N,N,174,5,3,12,39,233
VIC,218,Indi,W,2,36824,"MITCHELL, Krystle",Liberal Democrats,LDP,N,N,6,0,0,0,3,9
VIC,218,Indi,W,3,36828,"WHITE, Caroline",Liberal Democrats,LDP,N,N,7,0,0,0,0,7
VIC,218,Indi,X,0,37908,X Above-the-line Votes,Informed Medical Options Party,IMO,N,N,242,6,0,19,47,314
VIC,218,Indi,X,1,36966,"CLONARIDIS, Nick",Informed Medical Options Party,IMO,N,N,30,1,0,6,12,49
VIC,218,Indi,X,2,36967,"CURNOW, Robyn",Informed Medical Options Party,IMO,N,N,2,0,0,3,2,7
VIC,218,Indi,Y,0,37907,Y Above-the-line Votes,,,N,N,18,1,0,2,6,27
